hotel_id,current_star_rating,accommodation_type_name,chain,booking_date,checkin_date,checkout_date,booking_route_type,platform_group_name,is_cancelled,city_name,payment_type,payment_model,ADR
10020,4.0,Hotel,Independent,2024-05-22,2024-08-13,2024-08-19,Direct,Website,cancelled,San Francisco,Wallet,Pay at Property,188.87
10141,5.0,Boutique Hotel,Chain,2024-04-13,2024-04-21,2024-04-24,Meta Search,Website,not_cancelled,San Francisco,Debit Card,Pay Now,244.3
10234,5.0,Hotel,Chain,2024-10-29,2024-11-25,2024-11-30,Direct,Partner Portal,not_cancelled,Miami,Credit Card,Pay Later,187.96
10115,4.5,Serviced Apartment,Chain,2024-08-01,2024-11-01,2024-11-06,Direct,Mobile App,not_cancelled,Miami,Credit Card,Pay at Property,225.13
10204,1.0,Hotel,Chain,2024-04-27,2024-04-28,2024-05-05,Direct,Mobile App,not_cancelled,Austin,Credit Card,Pay Later,48.53
10110,1.0,Boutique Hotel,Independent,2024-11-23,2025-01-16,2025-01-23,Corporate,Mobile App,not_cancelled,Boston,Wallet,Pay at Property,129.62
10220,4.0,Hotel,Chain,2024-03-31,2024-04-27,2024-04-29,Direct,Partner Portal,cancelled,New York,Debit Card,Pay at Property,214.19
10084,3.0,Resort,Chain,2024-12-02,2024-12-14,2024-12-17,Meta Search,Website,not_cancelled,Denver,Wallet,Pay Now,120.98
10123,2.0,Hotel,Independent,2024-03-20,2024-05-31,2024-06-07,Affiliate,Call Center,not_cancelled,Boston,Wallet,Pay Later,102.98
10183,4.0,Hotel,Chain,2024-09-30,2024-10-21,2024-10-22,Direct,Website,not_cancelled,Seattle,Bank Transfer,Pay Later,130.23
10083,4.5,Boutique Hotel,Independent,2024-02-14,2024-08-01,2024-08-03,Direct,Mobile App,cancelled,Austin,Debit Card,Pay Now,133.77
10109,3.0,Apartment,Chain,2024-07-18,2024-09-11,2024-09-15,Direct,Call Center,cancelled,Denver,Bank Transfer,Pay Later,78.08
10329,5.0,Resort,Chain,2024-09-10,2024-10-08,2024-10-12,Meta Search,Call Center,not_cancelled,New York,Credit Card,Pay Later,230.4
10238,5.0,Hotel,Chain,2024-07-09,2024-08-14,2024-08-18,Direct,Mobile App,not_cancelled,Chicago,Credit Card,Pay Now,206.75
10327,3.5,Resort,Chain,2024-06-23,2024-06-27,2024-07-04,Affiliate,Mobile App,cancelled,New York,Bank Transfer,Pay Later,179.93
10211,4.0,Hotel,Independent,2024-03-11,2024-04-21,2024-04-28,Corporate,Website,not_cancelled,Boston,Wallet,Pay Now,181.87
10071,1.0,Boutique Hotel,Independent,2024-05-25,2024-06-07,2024-06-13,Direct,Mobile App,cancelled,New York,Credit Card,Pay Later,103.06
10160,3.0,Boutique Hotel,Independent,2024-03-04,2024-03-11,2024-03-13,Meta Search,Website,not_cancelled,San Francisco,Credit Card,Pay at Property,161.26
10171,3.0,Resort,Independent,2024-01-21,2024-02-03,2024-02-07,Direct,Partner Portal,cancelled,Boston,Debit Card,Pay Later,143.83
10288,4.5,Apartment,Chain,2024-01-22,2024-02-13,2024-02-16,Direct,Website,not_cancelled,New York,Debit Card,Pay at Property,223.33
10087,4.0,Boutique Hotel,Chain,2024-01-09,2024-01-31,2024-02-06,Meta Search,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay Later,160.59
10099,4.0,Boutique Hotel,Chain,2024-04-06,2024-04-29,2024-05-01,Affiliate,Mobile App,cancelled,Chicago,Debit Card,Pay at Property,168.17
10131,3.0,Boutique Hotel,Chain,2024-11-11,2025-01-17,2025-01-18,Affiliate,Call Center,not_cancelled,Miami,Credit Card,Pay Later,172.05
10128,3.5,Hotel,Independent,2024-11-24,2024-12-24,2024-12-30,Meta Search,Mobile App,cancelled,Miami,Bank Transfer,Pay Later,159.24
10212,1.0,Hotel,Chain,2024-04-17,2024-05-31,2024-06-07,Direct,Call Center,not_cancelled,Seattle,Bank Transfer,Pay Now,57.35
10326,3.0,Apartment,Chain,2024-07-29,2024-08-14,2024-08-19,Direct,Website,not_cancelled,Seattle,Wallet,Pay Later,114.68
10238,3.5,Apartment,Chain,2024-05-20,2024-06-09,2024-06-12,Meta Search,Partner Portal,cancelled,Austin,Credit Card,Pay at Property,133.0
10034,3.0,Boutique Hotel,Chain,2024-05-25,2024-06-05,2024-06-09,Direct,Mobile App,not_cancelled,Denver,Wallet,Pay Now,80.78
10069,3.5,Hotel,Independent,2024-07-18,2024-07-28,2024-08-01,Direct,Mobile App,cancelled,Austin,Bank Transfer,Pay Later,133.91
10338,5.0,Boutique Hotel,Independent,2024-02-26,2024-03-07,2024-03-10,Affiliate,Website,not_cancelled,Miami,Bank Transfer,Pay at Property,205.83
10285,4.5,Boutique Hotel,Chain,2024-05-09,2024-07-06,2024-07-13,Direct,Website,not_cancelled,Chicago,Debit Card,Pay at Property,163.07
10056,3.0,Resort,Independent,2024-12-19,2025-02-08,2025-02-12,Corporate,Call Center,not_cancelled,Denver,Bank Transfer,Pay Now,122.68
10242,3.0,Boutique Hotel,Chain,2024-11-04,2024-12-03,2024-12-06,Direct,Mobile App,cancelled,Boston,Debit Card,Pay Now,141.23
10290,3.0,Apartment,Chain,2024-06-19,2024-07-12,2024-07-16,Direct,Website,not_cancelled,San Francisco,Credit Card,Pay Now,163.37
10110,2.0,Apartment,Chain,2024-10-07,2024-10-27,2024-10-29,Meta Search,Mobile App,cancelled,Austin,Credit Card,Pay Later,90.9
10048,3.0,Resort,Independent,2024-10-28,2025-01-13,2025-01-15,Direct,Website,cancelled,Boston,Debit Card,Pay Later,163.08
10111,4.0,Serviced Apartment,Independent,2024-01-04,2024-04-04,2024-04-08,Direct,Mobile App,not_cancelled,Chicago,Credit Card,Pay Now,150.26
10050,1.0,Boutique Hotel,Chain,2024-12-22,2025-01-06,2025-01-09,Affiliate,Mobile App,not_cancelled,New York,Wallet,Pay Now,79.48
10236,4.0,Hotel,Independent,2024-04-10,2024-06-10,2024-06-12,Meta Search,Website,cancelled,Austin,Debit Card,Pay Now,137.95
10243,3.0,Serviced Apartment,Chain,2024-06-02,2024-08-04,2024-08-08,Meta Search,Website,cancelled,Seattle,Wallet,Pay Later,161.71
10223,2.0,Apartment,Independent,2024-03-21,2024-03-29,2024-03-31,Meta Search,Mobile App,not_cancelled,Chicago,Debit Card,Pay Later,117.89
10305,3.5,Boutique Hotel,Independent,2024-10-29,2025-01-17,2025-01-22,Meta Search,Mobile App,not_cancelled,Boston,Debit Card,Pay Later,164.76
10011,3.0,Apartment,Chain,2024-05-13,2024-06-14,2024-06-20,Meta Search,Mobile App,not_cancelled,Denver,Bank Transfer,Pay Later,103.98
10203,4.0,Boutique Hotel,Independent,2024-01-28,2024-02-06,2024-02-12,Direct,Call Center,not_cancelled,Denver,Debit Card,Pay at Property,149.91
10038,2.0,Apartment,Chain,2024-01-26,2024-02-19,2024-02-24,Direct,Mobile App,not_cancelled,Chicago,Credit Card,Pay Later,84.87
10113,3.5,Hotel,Chain,2024-04-01,2024-04-02,2024-04-06,Direct,Mobile App,not_cancelled,San Francisco,Bank Transfer,Pay Now,182.59
10173,4.0,Hotel,Chain,2024-08-23,2024-08-29,2024-09-01,Direct,Mobile App,not_cancelled,New York,Credit Card,Pay Later,228.29
10098,4.0,Serviced Apartment,Independent,2024-02-12,2024-02-25,2024-03-03,Meta Search,Partner Portal,not_cancelled,Chicago,Credit Card,Pay Later,156.88
10161,4.0,Serviced Apartment,Independent,2024-11-05,2024-11-05,2024-11-07,Direct,Partner Portal,not_cancelled,Denver,Wallet,Pay Later,129.91
10090,4.0,Resort,Chain,2024-10-22,2024-11-18,2024-11-21,Meta Search,Website,not_cancelled,Boston,Credit Card,Pay Now,178.55
10126,1.0,Serviced Apartment,Chain,2024-11-02,2024-11-03,2024-11-09,Direct,Mobile App,not_cancelled,San Francisco,Wallet,Pay Now,82.96
10165,3.0,Resort,Independent,2024-10-15,2024-10-19,2024-10-23,Affiliate,Mobile App,cancelled,New York,Wallet,Pay Later,159.71
10124,1.5,Serviced Apartment,Independent,2024-01-21,2024-02-24,2024-02-25,Direct,Partner Portal,not_cancelled,Boston,Bank Transfer,Pay Later,106.93
10201,4.0,Resort,Independent,2024-09-26,2024-10-03,2024-10-04,Affiliate,Partner Portal,cancelled,San Francisco,Credit Card,Pay Now,204.22
10128,4.0,Boutique Hotel,Chain,2024-10-07,2025-01-18,2025-01-22,Corporate,Website,not_cancelled,Chicago,Debit Card,Pay Later,122.58
10342,2.5,Resort,Chain,2024-07-23,2024-08-25,2024-08-28,Meta Search,Mobile App,not_cancelled,New York,Debit Card,Pay Now,117.69
10129,3.0,Hotel,Chain,2024-09-27,2024-10-16,2024-10-17,Meta Search,Website,not_cancelled,Chicago,Credit Card,Pay Later,128.77
10346,3.0,Resort,Chain,2024-07-10,2024-08-28,2024-09-04,Direct,Website,not_cancelled,Miami,Debit Card,Pay at Property,158.47
10149,4.0,Boutique Hotel,Chain,2024-08-28,2024-09-13,2024-09-17,Meta Search,Website,not_cancelled,Boston,Credit Card,Pay at Property,201.73
10032,3.5,Resort,Chain,2024-04-01,2024-06-02,2024-06-05,Affiliate,Mobile App,cancelled,Austin,Credit Card,Pay Later,148.65
10162,4.0,Hotel,Chain,2024-06-30,2024-07-07,2024-07-12,Direct,Website,not_cancelled,Boston,Debit Card,Pay at Property,169.01
10124,3.0,Boutique Hotel,Chain,2024-08-26,2024-10-09,2024-10-16,Meta Search,Partner Portal,cancelled,Seattle,Debit Card,Pay Now,172.81
10043,2.5,Boutique Hotel,Independent,2024-07-27,2024-10-02,2024-10-08,Direct,Website,cancelled,Denver,Bank Transfer,Pay Later,113.23
10014,4.5,Hotel,Independent,2024-10-09,2024-11-22,2024-11-27,Corporate,Call Center,not_cancelled,San Francisco,Wallet,Pay Now,219.8
10255,5.0,Resort,Independent,2024-05-05,2024-06-14,2024-06-17,Affiliate,Website,not_cancelled,Miami,Credit Card,Pay Now,211.89
10064,3.0,Boutique Hotel,Independent,2024-11-08,2025-01-01,2025-01-03,Meta Search,Partner Portal,not_cancelled,Miami,Wallet,Pay at Property,167.89
10100,3.5,Apartment,Independent,2024-01-14,2024-02-13,2024-02-20,Direct,Mobile App,not_cancelled,New York,Debit Card,Pay Now,190.49
10151,3.0,Apartment,Chain,2024-06-20,2024-07-04,2024-07-05,Direct,Mobile App,cancelled,Austin,Bank Transfer,Pay Later,141.31
10024,3.0,Boutique Hotel,Independent,2024-09-09,2024-12-13,2024-12-17,Meta Search,Partner Portal,cancelled,Chicago,Credit Card,Pay Later,121.08
10014,5.0,Serviced Apartment,Chain,2024-01-29,2024-02-23,2024-02-25,Corporate,Mobile App,not_cancelled,Seattle,Bank Transfer,Pay at Property,162.29
10221,2.5,Boutique Hotel,Chain,2024-04-21,2024-05-01,2024-05-04,Direct,Website,not_cancelled,New York,Bank Transfer,Pay Later,158.1
10060,3.5,Apartment,Chain,2024-03-14,2024-04-16,2024-04-21,Direct,Mobile App,not_cancelled,New York,Credit Card,Pay at Property,167.59
10024,4.5,Apartment,Chain,2024-10-08,2024-11-23,2024-11-28,Direct,Partner Portal,cancelled,Denver,Wallet,Pay Now,192.6
10149,4.0,Resort,Chain,2024-11-06,2025-01-05,2025-01-10,Direct,Website,cancelled,New York,Credit Card,Pay Later,171.18
10320,4.0,Boutique Hotel,Independent,2024-12-27,2025-01-25,2025-01-31,Direct,Call Center,not_cancelled,Denver,Wallet,Pay Later,124.4
10011,4.0,Boutique Hotel,Independent,2024-10-23,2024-11-08,2024-11-13,Direct,Website,cancelled,Denver,Debit Card,Pay Later,131.46
10221,4.5,Serviced Apartment,Chain,2024-04-24,2024-05-06,2024-05-08,Meta Search,Partner Portal,not_cancelled,Seattle,Credit Card,Pay Now,175.34
10090,2.5,Apartment,Chain,2024-11-23,2024-11-27,2024-12-04,Affiliate,Mobile App,not_cancelled,Miami,Debit Card,Pay Now,149.96
10146,4.0,Hotel,Independent,2024-09-23,2024-09-28,2024-10-03,Corporate,Website,not_cancelled,Austin,Bank Transfer,Pay Later,125.44
10279,3.0,Apartment,Chain,2024-01-16,2024-02-12,2024-02-19,Affiliate,Call Center,not_cancelled,New York,Wallet,Pay at Property,135.88
10247,3.0,Serviced Apartment,Chain,2024-02-07,2024-05-06,2024-05-08,Direct,Partner Portal,cancelled,New York,Debit Card,Pay Later,178.25
10301,5.0,Resort,Independent,2024-03-02,2024-03-12,2024-03-14,Direct,Partner Portal,not_cancelled,Austin,Wallet,Pay Now,159.22
10308,4.0,Serviced Apartment,Independent,2024-01-01,2024-01-01,2024-01-08,Direct,Partner Portal,not_cancelled,Chicago,Bank Transfer,Pay at Property,167.78
10014,3.0,Hotel,Independent,2024-04-13,2024-04-15,2024-04-21,Corporate,Call Center,cancelled,New York,Bank Transfer,Pay Now,135.7
10323,4.0,Boutique Hotel,Chain,2024-06-13,2024-06-14,2024-06-18,Direct,Mobile App,not_cancelled,Chicago,Bank Transfer,Pay Now,140.02
10030,4.0,Serviced Apartment,Independent,2024-05-18,2024-05-18,2024-05-22,Direct,Mobile App,not_cancelled,Miami,Bank Transfer,Pay Now,164.07
10243,3.5,Serviced Apartment,Independent,2024-02-17,2024-04-04,2024-04-08,Direct,Mobile App,not_cancelled,Miami,Debit Card,Pay Later,151.97
10068,3.5,Resort,Chain,2024-09-30,2024-10-10,2024-10-12,Direct,Partner Portal,cancelled,New York,Debit Card,Pay Now,171.74
10085,3.5,Hotel,Chain,2024-02-10,2024-03-02,2024-03-04,Direct,Mobile App,not_cancelled,Austin,Debit Card,Pay at Property,131.02
10063,4.5,Apartment,Chain,2024-12-08,2024-12-21,2024-12-25,Direct,Mobile App,not_cancelled,Chicago,Credit Card,Pay Now,161.57
10151,2.5,Boutique Hotel,Chain,2024-10-23,2024-11-05,2024-11-07,Meta Search,Website,not_cancelled,Boston,Credit Card,Pay Later,118.07
10238,2.5,Serviced Apartment,Independent,2024-05-08,2024-07-09,2024-07-13,Direct,Website,not_cancelled,Miami,Debit Card,Pay at Property,137.66
10100,4.5,Resort,Chain,2024-10-28,2024-11-23,2024-11-25,Affiliate,Website,cancelled,Seattle,Bank Transfer,Pay at Property,174.26
10277,4.0,Apartment,Independent,2024-12-17,2025-01-18,2025-01-20,Meta Search,Mobile App,not_cancelled,Seattle,Debit Card,Pay Now,162.74
10326,3.0,Serviced Apartment,Chain,2024-01-12,2024-02-04,2024-02-10,Affiliate,Mobile App,not_cancelled,San Francisco,Credit Card,Pay Now,146.53
10002,3.5,Serviced Apartment,Chain,2024-07-26,2024-08-20,2024-08-27,Meta Search,Mobile App,cancelled,Denver,Credit Card,Pay Now,127.72
10172,2.5,Boutique Hotel,Independent,2024-07-20,2024-08-28,2024-09-03,Direct,Website,not_cancelled,Seattle,Credit Card,Pay Later,95.45
10305,4.0,Hotel,Chain,2024-03-30,2024-04-01,2024-04-06,Direct,Mobile App,cancelled,Boston,Wallet,Pay Now,129.3
10020,3.5,Resort,Independent,2024-01-09,2024-04-25,2024-04-27,Direct,Mobile App,not_cancelled,Austin,Debit Card,Pay Later,109.18
10263,3.5,Boutique Hotel,Independent,2024-05-29,2024-07-04,2024-07-07,Meta Search,Call Center,not_cancelled,Miami,Credit Card,Pay Later,147.03
10092,5.0,Apartment,Independent,2024-01-19,2024-02-29,2024-03-04,Affiliate,Mobile App,cancelled,Boston,Bank Transfer,Pay Later,228.85
10033,4.0,Serviced Apartment,Chain,2024-01-14,2024-04-18,2024-04-22,Meta Search,Mobile App,not_cancelled,Denver,Bank Transfer,Pay Now,144.27
10067,3.0,Resort,Chain,2024-09-11,2024-10-25,2024-10-27,Affiliate,Mobile App,not_cancelled,Miami,Debit Card,Pay at Property,100.67
10027,3.0,Resort,Independent,2024-09-25,2024-09-25,2024-10-01,Affiliate,Call Center,not_cancelled,Denver,Wallet,Pay Now,101.52
10278,3.5,Apartment,Independent,2024-01-16,2024-02-24,2024-02-26,Meta Search,Mobile App,cancelled,Miami,Wallet,Pay Later,153.02
10127,3.5,Apartment,Independent,2024-07-20,2024-07-27,2024-07-30,Affiliate,Website,not_cancelled,San Francisco,Wallet,Pay Now,164.77
10134,3.5,Hotel,Independent,2024-10-20,2025-01-23,2025-01-26,Corporate,Partner Portal,not_cancelled,Miami,Wallet,Pay Now,154.97
10114,3.5,Resort,Chain,2024-06-24,2024-07-11,2024-07-16,Corporate,Mobile App,cancelled,Seattle,Wallet,Pay Now,152.02
10251,3.5,Boutique Hotel,Chain,2024-07-19,2024-08-04,2024-08-05,Affiliate,Website,not_cancelled,New York,Bank Transfer,Pay at Property,174.96
10263,4.0,Boutique Hotel,Chain,2024-05-13,2024-05-21,2024-05-23,Affiliate,Website,not_cancelled,San Francisco,Credit Card,Pay Now,164.57
10045,4.5,Resort,Chain,2024-06-19,2024-07-19,2024-07-22,Direct,Mobile App,not_cancelled,Denver,Wallet,Pay Now,122.05
10244,3.0,Boutique Hotel,Chain,2024-02-24,2024-03-03,2024-03-05,Direct,Website,not_cancelled,New York,Bank Transfer,Pay Later,186.34
10146,3.0,Hotel,Chain,2024-03-17,2024-04-27,2024-05-03,Corporate,Partner Portal,not_cancelled,Denver,Wallet,Pay Now,89.1
10245,2.0,Hotel,Chain,2024-10-29,2024-11-23,2024-11-28,Corporate,Mobile App,cancelled,Seattle,Debit Card,Pay Later,96.95
10220,3.0,Serviced Apartment,Chain,2024-03-24,2024-06-09,2024-06-12,Meta Search,Partner Portal,not_cancelled,Austin,Wallet,Pay Later,106.41
10343,3.0,Resort,Chain,2024-03-26,2024-03-31,2024-04-06,Direct,Partner Portal,cancelled,Miami,Wallet,Pay Later,130.74
10315,4.0,Hotel,Independent,2024-11-10,2024-11-21,2024-11-26,Direct,Call Center,cancelled,Miami,Bank Transfer,Pay Later,203.88
10038,1.5,Apartment,Chain,2024-03-20,2024-05-15,2024-05-18,Direct,Website,not_cancelled,San Francisco,Credit Card,Pay at Property,72.51
10285,3.0,Apartment,Independent,2024-01-18,2024-02-12,2024-02-18,Direct,Partner Portal,not_cancelled,San Francisco,Wallet,Pay Now,137.16
10114,3.0,Serviced Apartment,Chain,2024-11-13,2025-05-18,2025-05-22,Affiliate,Website,cancelled,Boston,Bank Transfer,Pay Later,167.94
10189,3.0,Resort,Chain,2024-09-20,2025-02-13,2025-02-19,Direct,Mobile App,cancelled,Boston,Credit Card,Pay Now,134.79
10331,4.5,Hotel,Independent,2024-03-09,2024-03-16,2024-03-17,Affiliate,Partner Portal,cancelled,Austin,Credit Card,Pay Now,125.57
10238,3.0,Resort,Chain,2024-05-14,2024-06-06,2024-06-08,Direct,Mobile App,not_cancelled,Chicago,Debit Card,Pay Now,109.35
10288,2.5,Resort,Chain,2024-04-02,2024-06-21,2024-06-25,Meta Search,Mobile App,not_cancelled,Denver,Bank Transfer,Pay Later,95.41
10233,4.0,Serviced Apartment,Independent,2024-09-18,2024-11-16,2024-11-23,Direct,Partner Portal,not_cancelled,Seattle,Debit Card,Pay at Property,202.35
10112,3.0,Boutique Hotel,Independent,2024-03-02,2024-04-07,2024-04-09,Direct,Mobile App,cancelled,New York,Debit Card,Pay Later,156.7
10052,3.5,Serviced Apartment,Independent,2024-11-10,2024-11-18,2024-11-22,Affiliate,Website,not_cancelled,Chicago,Credit Card,Pay Now,135.94
10164,2.5,Boutique Hotel,Independent,2024-11-30,2024-12-15,2024-12-17,Direct,Website,not_cancelled,Boston,Wallet,Pay Later,139.27
10127,4.0,Hotel,Chain,2024-09-09,2024-09-17,2024-09-24,Direct,Website,not_cancelled,Miami,Wallet,Pay Later,160.97
10002,4.0,Apartment,Chain,2024-02-29,2024-03-06,2024-03-10,Affiliate,Mobile App,not_cancelled,Boston,Bank Transfer,Pay at Property,186.21
10252,3.5,Resort,Chain,2024-09-26,2024-12-19,2024-12-25,Meta Search,Website,cancelled,New York,Debit Card,Pay Now,159.78
10020,2.0,Hotel,Chain,2024-07-05,2024-07-22,2024-07-29,Meta Search,Website,not_cancelled,Seattle,Bank Transfer,Pay at Property,108.96
10191,3.0,Boutique Hotel,Chain,2024-04-17,2024-05-28,2024-06-03,Affiliate,Mobile App,not_cancelled,Denver,Debit Card,Pay Later,114.77
10042,4.0,Boutique Hotel,Independent,2024-01-21,2024-01-28,2024-01-31,Corporate,Call Center,not_cancelled,Miami,Wallet,Pay Later,180.17
10077,5.0,Boutique Hotel,Chain,2024-10-19,2025-01-07,2025-01-14,Meta Search,Mobile App,cancelled,New York,Wallet,Pay Now,250.73
10241,4.5,Hotel,Chain,2024-09-18,2024-09-25,2024-09-30,Direct,Website,not_cancelled,Chicago,Bank Transfer,Pay Now,196.45
10236,4.0,Serviced Apartment,Chain,2024-03-18,2024-03-22,2024-03-24,Direct,Mobile App,cancelled,New York,Debit Card,Pay Now,184.68
10017,2.0,Serviced Apartment,Chain,2024-07-14,2024-08-01,2024-08-03,Meta Search,Website,not_cancelled,Chicago,Wallet,Pay Later,127.0
10173,4.0,Apartment,Chain,2024-01-19,2024-01-31,2024-02-02,Affiliate,Call Center,not_cancelled,Denver,Debit Card,Pay Now,142.01
10286,3.5,Serviced Apartment,Independent,2024-03-17,2024-05-06,2024-05-09,Direct,Mobile App,cancelled,Denver,Debit Card,Pay Later,126.46
10303,2.0,Apartment,Independent,2024-11-01,2024-11-12,2024-11-14,Direct,Partner Portal,cancelled,San Francisco,Wallet,Pay Later,123.59
10299,4.0,Serviced Apartment,Independent,2024-12-01,2024-12-01,2024-12-03,Direct,Mobile App,not_cancelled,San Francisco,Credit Card,Pay at Property,175.92
10158,3.0,Apartment,Chain,2024-07-02,2024-07-29,2024-08-03,Direct,Call Center,not_cancelled,Austin,Credit Card,Pay Now,108.97
10286,1.0,Serviced Apartment,Chain,2024-09-03,2024-12-05,2024-12-09,Meta Search,Call Center,cancelled,Boston,Debit Card,Pay at Property,62.91
10145,3.0,Boutique Hotel,Independent,2024-10-29,2024-10-29,2024-10-31,Direct,Mobile App,cancelled,Chicago,Credit Card,Pay Later,118.77
10031,4.5,Hotel,Chain,2024-11-19,2024-12-24,2024-12-26,Direct,Website,not_cancelled,San Francisco,Wallet,Pay at Property,211.41
10190,3.0,Serviced Apartment,Independent,2024-08-04,2024-10-21,2024-10-24,Meta Search,Call Center,not_cancelled,Miami,Wallet,Pay Later,142.72
10285,3.0,Hotel,Independent,2024-02-24,2024-02-29,2024-03-07,Corporate,Website,not_cancelled,San Francisco,Credit Card,Pay at Property,148.26
10047,3.0,Serviced Apartment,Chain,2024-04-27,2024-04-30,2024-05-04,Meta Search,Website,cancelled,Chicago,Credit Card,Pay Later,135.8
10238,3.0,Hotel,Chain,2024-03-16,2024-04-16,2024-04-23,Meta Search,Mobile App,not_cancelled,Chicago,Credit Card,Pay at Property,160.03
10185,2.5,Boutique Hotel,Independent,2024-02-10,2024-06-10,2024-06-17,Direct,Mobile App,not_cancelled,Miami,Bank Transfer,Pay Now,125.39
10229,2.5,Serviced Apartment,Independent,2024-01-09,2024-02-07,2024-02-09,Direct,Website,not_cancelled,Boston,Wallet,Pay Later,142.6
10207,2.5,Apartment,Independent,2024-12-09,2025-02-03,2025-02-10,Direct,Website,not_cancelled,Denver,Bank Transfer,Pay Now,77.66
10010,2.5,Hotel,Chain,2024-06-29,2024-07-29,2024-08-03,Direct,Partner Portal,cancelled,Boston,Wallet,Pay at Property,148.24
10229,4.0,Boutique Hotel,Chain,2024-01-13,2024-03-02,2024-03-09,Corporate,Mobile App,cancelled,Miami,Bank Transfer,Pay Now,205.58
10324,3.0,Resort,Chain,2024-04-30,2024-05-27,2024-06-01,Meta Search,Partner Portal,cancelled,New York,Wallet,Pay Now,154.65
10302,2.5,Resort,Independent,2024-05-10,2024-06-12,2024-06-17,Direct,Mobile App,cancelled,Austin,Bank Transfer,Pay Later,73.48
10309,2.5,Boutique Hotel,Independent,2024-02-03,2024-02-10,2024-02-15,Affiliate,Partner Portal,not_cancelled,Miami,Credit Card,Pay Later,143.48
10120,3.5,Apartment,Independent,2024-01-26,2024-02-18,2024-02-23,Direct,Partner Portal,cancelled,Miami,Bank Transfer,Pay at Property,175.17
10136,3.5,Apartment,Independent,2024-05-28,2024-06-27,2024-06-28,Affiliate,Website,not_cancelled,Seattle,Debit Card,Pay Later,137.08
10082,4.5,Hotel,Independent,2024-03-28,2024-03-31,2024-04-04,Direct,Website,cancelled,Chicago,Wallet,Pay Now,177.43
10259,5.0,Boutique Hotel,Chain,2024-02-12,2024-02-21,2024-02-27,Affiliate,Partner Portal,not_cancelled,New York,Debit Card,Pay at Property,216.78
10261,4.5,Hotel,Independent,2024-09-14,2024-10-18,2024-10-21,Direct,Website,not_cancelled,New York,Credit Card,Pay Later,200.74
10226,4.0,Boutique Hotel,Chain,2024-08-19,2024-11-29,2024-12-02,Direct,Partner Portal,not_cancelled,Miami,Credit Card,Pay Now,177.61
10093,3.0,Apartment,Chain,2024-06-12,2024-07-04,2024-07-05,Affiliate,Website,not_cancelled,Seattle,Credit Card,Pay Now,112.93
10308,2.0,Serviced Apartment,Chain,2024-03-21,2024-04-15,2024-04-19,Affiliate,Mobile App,not_cancelled,Boston,Debit Card,Pay Now,82.9
10302,4.0,Resort,Chain,2024-09-01,2024-10-09,2024-10-10,Corporate,Mobile App,cancelled,Denver,Credit Card,Pay Later,118.37
10284,2.0,Boutique Hotel,Chain,2024-08-06,2024-08-07,2024-08-12,Affiliate,Partner Portal,not_cancelled,Boston,Bank Transfer,Pay Now,116.27
10328,4.5,Hotel,Independent,2024-12-03,2025-01-10,2025-01-14,Affiliate,Website,not_cancelled,San Francisco,Bank Transfer,Pay at Property,221.52
10006,4.0,Apartment,Chain,2024-11-09,2024-11-28,2024-12-01,Affiliate,Partner Portal,not_cancelled,Boston,Credit Card,Pay Later,169.96
10001,4.0,Boutique Hotel,Independent,2024-11-18,2024-12-06,2024-12-11,Direct,Website,not_cancelled,Miami,Debit Card,Pay at Property,184.73
10270,4.0,Serviced Apartment,Independent,2024-08-11,2024-08-16,2024-08-19,Affiliate,Mobile App,not_cancelled,Boston,Credit Card,Pay Later,203.44
10128,2.0,Resort,Independent,2024-02-27,2024-03-28,2024-04-04,Direct,Website,not_cancelled,Miami,Debit Card,Pay at Property,157.06
10049,4.0,Serviced Apartment,Chain,2024-01-01,2024-01-15,2024-01-17,Direct,Mobile App,cancelled,Austin,Credit Card,Pay Now,141.03
10333,3.5,Hotel,Independent,2024-05-14,2024-05-18,2024-05-19,Meta Search,Mobile App,not_cancelled,Seattle,Wallet,Pay at Property,162.94
10305,1.5,Boutique Hotel,Chain,2024-09-04,2024-11-22,2024-11-28,Direct,Website,cancelled,Boston,Credit Card,Pay Later,66.28
10054,2.0,Apartment,Independent,2024-02-10,2024-03-01,2024-03-05,Affiliate,Partner Portal,not_cancelled,Chicago,Debit Card,Pay Later,100.13
10282,4.0,Serviced Apartment,Chain,2024-10-02,2024-11-04,2024-11-06,Affiliate,Mobile App,not_cancelled,Miami,Bank Transfer,Pay at Property,154.43
10315,3.5,Apartment,Independent,2024-06-09,2024-08-04,2024-08-05,Direct,Mobile App,cancelled,Boston,Debit Card,Pay at Property,143.14
10350,3.0,Hotel,Chain,2024-07-14,2024-09-28,2024-09-29,Corporate,Partner Portal,cancelled,Chicago,Bank Transfer,Pay Later,138.88
10307,4.0,Hotel,Chain,2024-02-21,2024-03-17,2024-03-20,Corporate,Mobile App,not_cancelled,Austin,Credit Card,Pay Now,144.8
10193,4.5,Resort,Independent,2024-06-01,2024-06-27,2024-07-02,Affiliate,Website,cancelled,Chicago,Bank Transfer,Pay Later,215.16
10187,3.0,Serviced Apartment,Independent,2024-01-08,2024-03-08,2024-03-11,Meta Search,Mobile App,not_cancelled,Miami,Wallet,Pay Now,157.94
